Geo Point;Geo Shape;BikeRace;City;BikePos;NumUnits;CrashHour;Locality;BikeSex;DrvrVehTyp;NumBikesNo;BikeAlcDrg;NumBikesBI;RteInvdCd;DrvrRace;Workzone;NumBikesCi;BikeAgeGrp;CrashType;RdDefects;CrashAlcoh;BikeAlcoho;RdConditio;DstncMiFrm;RuralUrban;HitRun;CrashDate;NumBikesUI;CrashTime;DrvrSex;DrvrAlcoho;Developmen;CrashSevr;AmbulanceR;DrvrInjury;OBJECTID;CrashMonth;NumBikesKi;RdCharacte;Region;BikeDir;TraffCntrl;CrashDay;CrashLoc;BikeAge;NumBikesTo;RdConfig;NumLanes;NumBikesAI;DrvrAlcDrg;OnRoad;RdSurface;Towrd_Rd;RdFeature;CrashGrp;RdClass;BikeInjury;County;DrvrAge;Weather;FrmRd;DrvrEstSpd;SpeedLimit;CrashYear;LightCond;DrvrAgeGrp
35.783357079, -78.6668926175;"{""type"": ""Point"", ""coordinates"": [-78.66689261751763, 35.783357079006564]}";Hispanic;Raleigh;Travel Lane;2;15;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;White;No;0;20-24;Parallel Paths - Other / Unknown;None;No;No;Dry;0;Urban;No;02OCT2008;0;15:12;Female;No;Institutional;B: Evident Injury;No;O: No Injury;6213;October;0;Straight - Level;Piedmont;With Traffic;Missing;Thursday;Intersection-Related;23;0;One-Way, Not Divided;1 lane;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;T-Intersection;Parallel Paths - Other Circumstances;Local Street;B: Evident Injury;Wake;26;Clear;#NULL!;11-15 mph;5 - 15 MPH;2008;Daylight;25-29
35.7590569763, -81.334743418;"{""type"": ""Point"", ""coordinates"": [-81.33474341798721, 35.759056976293174]}";White;Hickory;Travel Lane;2;12;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;White;No;0;25-29;Motorist Drive Out - Sign-Controlled Intersection;None;No;No;Dry;0;Urban;No;03OCT2008;0;12:29;Female;No;Commercial;C: Possible Injury;No;O: No Injury;6215;October;0;Straight - Level;Piedmont;Facing Traffic;Stop Sign;Friday;Intersection;28;0;Two-Way, Not Divided;5 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Motorist Failed to Yield - Sign-Controlled Intersection;NC Route;C: Possible Injury;Catawba;70+;Clear;#NULL!;31-35 mph;30 - 35  MPH;2008;Daylight;70+
34.2338327642, -77.9896323353;"{""type"": ""Point"", ""coordinates"": [-77.9896323353283, 34.233832764166586]}";White;Leland;Travel Lane;2;23;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;Asian;No;0;20-24;Bicyclist Left Turn - Same Direction;None;Yes;Yes;Dry;0;Rural;No;23SEP2008;0;23:29;Male;No;Farms, Woods, Pastures;A: Disabling Injury;No;O: No Injury;6221;September;0;Straight - Grade;Coastal;With Traffic;Missing;Tuesday;Non-Intersection;24;0;One-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;On or Off Ramp;Bicyclist Left Turn / Merge;US Route;A: Disabling Injury;Brunswick;33;Clear;#NULL!;Unknown;50 - 55  MPH;2008;Dark - Roadway Not Lighted;30-39
35.2840908915, -80.9197032674;"{""type"": ""Point"", ""coordinates"": [-80.91970326744595, 35.28409089147658]}";Black;Charlotte;Travel Lane;2;5;Mixed (30% To 70% Developed);Male;Passenger Car;0;#NULL!;0;0;White;No;0;50-59;Motorist Overtaking - Undetected Bicyclist;None;No;No;Dry;0;Urban;No;14OCT2008;0;5:01;Male;No;Residential;C: Possible Injury;Yes;O: No Injury;6222;October;0;Straight - Level;Piedmont;With Traffic;No Control Present;Tuesday;Non-Intersection;53;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Motorist Overtaking Bicyclist;Local Street;C: Possible Injury;Mecklenburg;50;Clear;#NULL!;26-30 mph;40 - 45  MPH;2008;Dark - Roadway Not Lighted;50-59
35.5075568602, -82.9930638944;"{""type"": ""Point"", ""coordinates"": [-82.99306389437147, 35.507556860203806]}";White;Waynesville;Travel Lane;2;12;Mixed (30% To 70% Developed);Male;Sport Utility;0;#NULL!;0;0;White;No;0;16-19;Motorist Overtaking - Misjudged Space;None;No;No;Dry;0;Urban;No;29SEP2008;0;12:45;Female;No;Commercial;B: Evident Injury;No;O: No Injury;6239;September;0;Straight - Hillcrest;Mountains;With Traffic;Missing;Monday;Non-Intersection;18;0;Two-Way, Divided, Unprotected Median;5 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Motorist Overtaking Bicyclist;Local Street;B: Evident Injury;Haywood;66;Clear;#NULL!;31-35 mph;30 - 35  MPH;2008;Daylight;60-69
34.6176938158, -78.9962626576;"{""type"": ""Point"", ""coordinates"": [-78.9962626575655, 34.617693815763545]}";Black;Lumberton;Travel Lane;2;10;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;Hispanic;No;0;50-59;Bicyclist Right Turn - Same Direction;None;Yes;Yes;Dry;0;Urban;No;12OCT2008;0;10:45;Male;No;Commercial;B: Evident Injury;No;Unknown Injury;6245;October;0;Straight - Level;Coastal;With Traffic;Stop And Go Signal;Sunday;Non-Intersection;55;0;Two-Way, Not Divided;3 lanes;0;#NULL!;#NULL!;Coarse Asphalt;#NULL!;No Special Feature;Bicyclist Right Turn / Merge;Local Street;B: Evident Injury;Robeson;42;Clear;#NULL!;6-10 mph;30 - 35  MPH;2008;Daylight;40-49
34.7047418279, -79.1966227219;"{""type"": ""Point"", ""coordinates"": [-79.19662272186471, 34.70474182785827]}";Native American;None - Rural Crash;Travel Lane;2;21;Rural (<30% Developed);Male;Pickup;0;#NULL!;0;0;White;No;0;50-59;Motorist Overtaking - Undetected Bicyclist;None;No;No;Wet;0;Rural;No;11OCT2008;0;21:35;Male;No;Residential;C: Possible Injury;No;O: No Injury;6246;October;0;Straight - Level;Coastal;With Traffic;Double Yellow Line, No Passing Zone;Saturday;Non-Intersection;54;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Motorist Overtaking Bicyclist;State Secondary Route;C: Possible Injury;Robeson;58;Rain;#NULL!;36-40 mph;50 - 55  MPH;2008;Dark - Roadway Not Lighted;50-59
35.7214120921, -77.9275523894;"{""type"": ""Point"", ""coordinates"": [-77.92755238938639, 35.72141209208577]}";White;Wilson;Travel Lane;2;18;Mixed (30% To 70% Developed);Male;Passenger Car;0;#NULL!;0;0;Black;No;0;40-49;Motorist Right Turn - Same Direction;None;No;No;Dry;0;Urban;No;14OCT2008;0;18:52;Female;No;Residential;O: No Injury;Yes;O: No Injury;6255;October;0;Straight - Level;Coastal;With Traffic;Stop Sign;Tuesday;Intersection;48;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;T-Intersection;Motorist Right Turn / Merge;Local Street;O: No Injury;Wilson;26;Clear;#NULL!;6-10 mph;30 - 35  MPH;2008;Dark - Lighted Roadway;25-29
35.7894130802, -78.6752626208;"{""type"": ""Point"", ""coordinates"": [-78.67526262079642, 35.78941308019089]}";White;Raleigh;Sidewalk / Crosswalk / Driveway Crossing;2;16;Urban (>70% Developed);Female;Pickup;0;#NULL!;0;0;White;No;0;20-24;Motorist Right Turn - Same Direction;None;No;No;Dry;0;Urban;No;24AUG2008;0;16:34;Male;No;Commercial;C: Possible Injury;No;O: No Injury;6263;August;0;Straight - Level;Piedmont;With Traffic;No Control Present;Sunday;Non-Intersection;23;0;Two-Way, Not Divided;4 lanes;0;#NULL!;#NULL!;Coarse Asphalt;#NULL!;No Special Feature;Motorist Right Turn / Merge;Local Street;C: Possible Injury;Wake;19;Clear;#NULL!;0-5 mph;30 - 35  MPH;2008;Daylight;0-19
35.0555529188, -78.7700526104;"{""type"": ""Point"", ""coordinates"": [-78.77005261042765, 35.05555291876142]}";White;None - Rural Crash;Bike Lane / Paved Shoulder;2;18;Mixed (30% To 70% Developed);Male;Pickup;0;#NULL!;0;0;White;No;0;40-49;Motorist Overtaking - Misjudged Space;None;No;No;Dry;0;Rural;Yes;29SEP2008;0;18:02;Male;No;Residential;B: Evident Injury;Yes;O: No Injury;6267;September;0;Straight - Level;Coastal;With Traffic;Double Yellow Line, No Passing Zone;Monday;Non-Intersection;47;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Coarse Asphalt;#NULL!;No Special Feature;Motorist Overtaking Bicyclist;State Secondary Route;B: Evident Injury;Cumberland;51;Clear;#NULL!;51-55 mph;50 - 55  MPH;2008;Daylight;50-59
34.1971617587, -77.9215323127;"{""type"": ""Point"", ""coordinates"": [-77.92153231266418, 34.19716175866059]}";White;Wilmington;Travel Lane;2;14;Urban (>70% Developed);Female;Sport Utility;0;#NULL!;0;0;Black;No;0;60-69;Motorist Drive Out - Sign-Controlled Intersection;None;No;No;Dry;0;Urban;No;08OCT2010;0;14:53;Female;No;Commercial;A: Disabling Injury;Yes;O: No Injury;4451;October;0;Straight - Grade;Coastal;With Traffic;Stop Sign;Friday;Intersection;60;0;Two-Way, Divided, Unprotected Median;Unknown;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;T-Intersection;Motorist Failed to Yield - Sign-Controlled Intersection;Local Street;A: Disabling Injury;New Hanover;33;Clear;#NULL!;0-5 mph;40 - 45  MPH;2010;Daylight;30-39
36.1005471152, -79.5419928992;"{""type"": ""Point"", ""coordinates"": [-79.54199289921533, 36.10054711517871]}";Black;Gibsonville;Unknown;2;0;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;Black;No;0;40-49;Unknown Approach Paths;None;Yes;No;Dry;0;Urban;No;14OCT2010;0;0:30;Male;Yes;Residential;C: Possible Injury;No;O: No Injury;4459;October;0;Straight - Level;Piedmont;Unknown;No Control Present;Thursday;Non-Intersection;47;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Other / Unknown - Insufficient Details;Local Street;C: Possible Injury;Guilford;28;Clear;#NULL!;16-20 mph;30 - 35  MPH;2010;Dark - Roadway Not Lighted;25-29
35.9146270937, -79.0518677406;"{""type"": ""Point"", ""coordinates"": [-79.05186774062642, 35.91462709372516]}";White;Chapel Hill;Bike Lane / Paved Shoulder;2;20;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;Unknown/Missing;No;0;20-24;Bicyclist Overtaking - Parked Vehicle;None;No;No;Dry;0;Urban;No;17OCT2010;0;20:04;Unknown;Missing;Institutional;B: Evident Injury;Yes;Unknown Injury;4460;October;0;Straight - Level;Piedmont;With Traffic;No Control Present;Sunday;Non-Intersection;20;0;Two-Way, Divided, Unprotected Median;4 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Bicyclist Overtaking Motorist;Local Street;B: Evident Injury;Orange;Unknown;Clear;#NULL!;Unknown;20 - 25  MPH;2010;Dark - Lighted Roadway;Unknown
35.8955171061, -78.5995426027;"{""type"": ""Point"", ""coordinates"": [-78.59954260270159, 35.89551710614694]}";White;Raleigh;Travel Lane;2;8;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;White;No;0;60-69;Motorist Drive Out - Sign-Controlled Intersection;None;No;No;Dry;0;Urban;No;21SEP2010;0;8:41;Female;No;Residential;B: Evident Injury;Yes;O: No Injury;4464;September;0;Straight - Level;Piedmont;With Traffic;Stop Sign;Tuesday;Intersection;60;0;Two-Way, Divided, Unprotected Median;4 lanes;0;#NULL!;#NULL!;Concrete;#NULL!;Four-Way Intersection;Motorist Failed to Yield - Sign-Controlled Intersection;Local Street;B: Evident Injury;Wake;33;Clear;#NULL!;21-25 mph;40 - 45  MPH;2010;Daylight;30-39
35.9551770676, -80.0108230326;"{""type"": ""Point"", ""coordinates"": [-80.01082303261309, 35.955177067640115]}";White;High Point;Travel Lane;2;17;Urban (>70% Developed);Male;Van;0;#NULL!;0;0;White;No;0;30-39;Bicyclist Right Turn - Same Direction;None;No;No;Dry;0;Urban;No;18OCT2010;0;17:36;Male;No;Commercial;B: Evident Injury;Yes;O: No Injury;4474;October;0;Straight - Level;Piedmont;Facing Traffic;Stop Sign;Monday;Intersection;31;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Coarse Asphalt;#NULL!;T-Intersection;Bicyclist Right Turn / Merge;Local Street;B: Evident Injury;Guilford;61;Clear;#NULL!;0-5 mph;30 - 35  MPH;2010;Daylight;60-69
36.2054470573, -81.6695535436;"{""type"": ""Point"", ""coordinates"": [-81.66955354357017, 36.20544705726523]}";White;Boone;Sidewalk / Crosswalk / Driveway Crossing;2;16;Urban (>70% Developed);Female;Light Truck (Mini-Van, Panel);0;#NULL!;0;0;White;No;0;16-19;Bicyclist Ride Out - Signalized  Intersection;None;No;No;Dry;0;Urban;No;27OCT2010;0;16:55;Male;No;Commercial;B: Evident Injury;Yes;O: No Injury;4489;October;0;Straight - Level;Mountains;With Traffic;Stop And Go Signal;Wednesday;Intersection;18;0;Two-Way, Not Divided;7 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;Four-Way Intersection;Bicyclist Failed to Yield - Signalized Intersection;NC Route;B: Evident Injury;Watauga;58;Clear;#NULL!;31-35 mph;30 - 35  MPH;2010;Daylight;50-59
35.678236993, -80.4507731499;"{""type"": ""Point"", ""coordinates"": [-80.45077314988261, 35.67823699295246]}";Black;Salisbury;Travel Lane;2;18;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;White;No;0;20-24;Motorist Overtaking - Other / Unknown;None;No;No;Dry;0;Urban;No;28OCT2010;0;18:18;Male;No;Residential;O: No Injury;No;O: No Injury;4497;October;0;Straight - Level;Piedmont;With Traffic;No Control Present;Thursday;Non-Intersection;22;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Coarse Asphalt;#NULL!;Driveway, Private;Motorist Overtaking Bicyclist;Local Street;O: No Injury;Rowan;33;Clear;#NULL!;31-35 mph;30 - 35  MPH;2010;Daylight;30-39
35.8247170824, -78.8422026734;"{""type"": ""Point"", ""coordinates"": [-78.84220267335657, 35.82471708243899]}";White;Cary;Travel Lane;2;17;Urban (>70% Developed);Male;Unknown;0;#NULL!;0;0;Other;No;0;30-39;Motorist Drive Out - Sign-Controlled Intersection;None;No;No;Dry;0;Urban;Yes;23SEP2012;0;17:28;Female;No;Residential;C: Possible Injury;No;O: No Injury;2502;September;0;Straight - Level;Piedmont;With Traffic;Stop Sign;Sunday;Intersection;30;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;T-Intersection;Motorist Failed to Yield - Sign-Controlled Intersection;Local Street;C: Possible Injury;Wake;39;Clear;#NULL!;6-10 mph;30 - 35  MPH;2012;Daylight;30-39
36.0957371194, -79.4001028569;"{""type"": ""Point"", ""coordinates"": [-79.40010285687818, 36.095737119421806]}";Hispanic;Burlington;Travel Lane;2;20;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;Hispanic;No;0;6-10;Bicyclist Ride Through - Sign-Controlled Intersection;None;No;No;Dry;0;Urban;No;06OCT2012;0;20:14;Male;No;Residential;B: Evident Injury;Yes;O: No Injury;2509;October;0;Straight - Level;Piedmont;With Traffic;Stop Sign;Saturday;Intersection;6;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Coarse Asphalt;#NULL!;Four-Way Intersection;Bicyclist Failed to Yield - Sign-Controlled Intersection;Local Street;B: Evident Injury;Alamance;19;Clear;#NULL!;26-30 mph;30 - 35  MPH;2012;Daylight;0-19
35.2540068932, -80.7077032028;"{""type"": ""Point"", ""coordinates"": [-80.70770320276472, 35.25400689317581]}";Black;Charlotte;Travel Lane;2;17;Rural (<30% Developed);Male;Passenger Car;0;#NULL!;0;0;White;No;0;11-15;Motorist Overtaking - Other / Unknown;None;No;No;Dry;0;Urban;No;13OCT2012;0;17:15;Male;No;Farms, Woods, Pastures;C: Possible Injury;No;O: No Injury;2510;October;0;Straight - Level;Piedmont;With Traffic;No Control Present;Saturday;Non-Intersection;12;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Motorist Overtaking Bicyclist;Local Street;C: Possible Injury;Mecklenburg;70+;Clear;#NULL!;6-10 mph;40 - 45  MPH;2012;Daylight;70+
35.0358269117, -78.8402026309;"{""type"": ""Point"", ""coordinates"": [-78.84020263088405, 35.03582691165365]}";Black;Fayetteville;Travel Lane;2;18;Urban (>70% Developed);Male;Motorcycle;0;#NULL!;0;0;White;No;0;16-19;Head-On - Bicyclist;None;No;No;Dry;0;Urban;No;28SEP2012;0;18:25;Male;No;Commercial;C: Possible Injury;Yes;O: No Injury;2516;September;0;Straight - Level;Coastal;Facing Traffic;No Control Present;Friday;Intersection-Related;16;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Coarse Asphalt;#NULL!;No Special Feature;Head-On;Local Street;C: Possible Injury;Cumberland;34;Clear;#NULL!;31-35 mph;40 - 45  MPH;2012;Daylight;30-39
35.4899770323, -78.2037024618;"{""type"": ""Point"", ""coordinates"": [-78.20370246184727, 35.48997703228823]}";White;None - Rural Crash;Travel Lane;2;21;Mixed (30% To 70% Developed);Female;Unknown;0;#NULL!;0;0;White;No;0;16-19;Motorist Overtaking - Bicyclist Swerved;None;No;No;Dry;0;Rural;Yes;07OCT2012;0;21:07;Male;No;Farms, Woods, Pastures;C: Possible Injury;Yes;Unknown Injury;2517;October;0;Straight - Level;Coastal;With Traffic;No Control Present;Sunday;Non-Intersection;18;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Coarse Asphalt;#NULL!;No Special Feature;Motorist Overtaking Bicyclist;US Route;C: Possible Injury;Johnston;70+;Cloudy;#NULL!;51-55 mph;50 - 55  MPH;2012;Dark - Roadway Not Lighted;70+
34.2255767657, -77.9057023092;"{""type"": ""Point"", ""coordinates"": [-77.90570230922906, 34.22557676565557]}";Black;Wilmington;Sidewalk / Crosswalk / Driveway Crossing;2;7;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;White;No;0;20-24;Motorist Drive Out - Sign-Controlled Intersection;Other;No;No;Dry;0;Urban;No;28SEP2012;0;7:38;Female;No;Residential;B: Evident Injury;Yes;O: No Injury;2521;September;0;Straight - Level;Coastal;Facing Traffic;Stop Sign;Friday;Intersection;23;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;Related To Intersection;Motorist Failed to Yield - Sign-Controlled Intersection;Local Street;B: Evident Injury;New Hanover;18;Clear;#NULL!;21-25 mph;20 - 25  MPH;2012;Daylight;0-19
35.8429770941, -78.6236026079;"{""type"": ""Point"", ""coordinates"": [-78.6236026079336, 35.842977094068374]}";White;Raleigh;Travel Lane;2;8;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;Hispanic;No;0;6-10;Sign-Controlled Intersection - Other / Unknown;None;No;No;Dry;0;Urban;No;10OCT2012;0;8:45;Female;No;Residential;B: Evident Injury;Yes;O: No Injury;2524;October;0;Straight - Level;Piedmont;Unknown;No Control Present;Wednesday;Intersection-Related;10;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Crossing Paths - Other Circumstances;.;B: Evident Injury;Wake;30;Clear;#NULL!;11-15 mph;30 - 35  MPH;2012;Daylight;30-39
34.7604969002, -77.4011021816;"{""type"": ""Point"", ""coordinates"": [-77.40110218156588, 34.76049690016872]}";White;Jacksonville;Sidewalk / Crosswalk / Driveway Crossing;2;15;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;Other;No;0;30-39;Bicyclist Ride Out - Other Midblock;None;No;No;Dry;0;Urban;No;26SEP2012;0;15:24;Female;No;Residential;B: Evident Injury;Yes;O: No Injury;2531;September;0;Straight - Level;Coastal;Not Applicable;Other;Wednesday;Non-Intersection;31;0;Two-Way, Divided, Unprotected Median;4 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Bicyclist Failed to Yield - Midblock;Local Street;B: Evident Injury;Onslow;48;Clear;#NULL!;31-35 mph;30 - 35  MPH;2012;Daylight;40-49
35.7292470618, -78.8395026674;"{""type"": ""Point"", ""coordinates"": [-78.83950266743625, 35.72924706178709]}";White;Apex;Travel Lane;2;16;Urban (>70% Developed);Female;Pickup;0;#NULL!;0;0;White;No;0;40-49;Motorist Overtaking - Misjudged Space;None;No;No;Dry;0;Urban;No;17OCT2012;0;16:50;Male;No;Commercial;B: Evident Injury;Yes;O: No Injury;2537;October;0;Straight - Level;Piedmont;With Traffic;Stop And Go Signal;Wednesday;Intersection-Related;44;0;Two-Way, Not Divided;4 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Motorist Overtaking Bicyclist;State Secondary Route;B: Evident Injury;Wake;37;Clear;#NULL!;16-20 mph;30 - 35  MPH;2012;Daylight;30-39
35.1819268777, -80.6919031948;"{""type"": ""Point"", ""coordinates"": [-80.6919031948004, 35.18192687765732]}";White;Mint Hill;Travel Lane;2;5;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;White;No;0;20-24;Motorist Overtaking - Bicyclist Swerved;None;No;No;Wet;0;Urban;No;09OCT2012;0;5:48;Female;No;Residential;A: Disabling Injury;Yes;O: No Injury;2539;October;0;Straight - Level;Piedmont;With Traffic;No Control Present;Tuesday;Non-Intersection;23;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Coarse Asphalt;#NULL!;No Special Feature;Motorist Overtaking Bicyclist;State Secondary Route;A: Disabling Injury;Mecklenburg;70+;Rain;#NULL!;26-30 mph;30 - 35  MPH;2012;Dawn;70+
34.2790367752, -77.960802328;"{""type"": ""Point"", ""coordinates"": [-77.96080232798582, 34.279036775165004]}";White;None - Rural Crash;Travel Lane;2;13;Mixed (30% To 70% Developed);Female;Sport Utility;0;#NULL!;0;0;White;No;0;40-49;Motorist Left Turn - Opposite Direction;None;No;No;Dry;0;Rural;No;20OCT2012;0;13:00;Male;No;Commercial;C: Possible Injury;Yes;O: No Injury;2542;October;0;Straight - Level;Coastal;With Traffic;No Control Present;Saturday;Non-Intersection;43;0;Two-Way, Not Divided;5 lanes;0;#NULL!;#NULL!;Coarse Asphalt;#NULL!;Driveway, Public;Motorist Left Turn / Merge;US Route;C: Possible Injury;New Hanover;23;Clear;#NULL!;6-10 mph;50 - 55  MPH;2012;Daylight;20-24
35.0058969024, -78.9214026544;"{""type"": ""Point"", ""coordinates"": [-78.92140265435313, 35.00589690244742]}";White;None - Rural Crash;Bike Lane / Paved Shoulder;2;13;Mixed (30% To 70% Developed);Male;Unknown;0;#NULL!;0;0;Unknown/Missing;No;0;20-24;Motorist Overtaking - Other / Unknown;None;No;No;Dry;0;Rural;Yes;19OCT2012;0;13:42;Unknown;No;Commercial;B: Evident Injury;Yes;Unknown Injury;2543;October;0;Straight - Level;Coastal;With Traffic;Double Yellow Line, No Passing Zone;Friday;Non-Intersection;24;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Motorist Overtaking Bicyclist;State Secondary Route;B: Evident Injury;Cumberland;Unknown;Clear;#NULL!;41-45 mph;40 - 45  MPH;2012;Dark - Roadway Not Lighted;Unknown
35.7305170707, -78.5973025931;"{""type"": ""Point"", ""coordinates"": [-78.59730259310768, 35.730517070742714]}";Black;None - Rural Crash;Travel Lane;2;13;Rural (<30% Developed);Male;Passenger Car;0;#NULL!;0;0;Black;No;0;6-10;Bicyclist Ride Through - Sign-Controlled Intersection;None;No;No;Dry;0;Rural;No;21OCT2012;0;13:30;Female;No;Residential;C: Possible Injury;Yes;O: No Injury;2546;October;0;Straight - Grade;Piedmont;With Traffic;Stop Sign;Sunday;Intersection;10;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Bicyclist Failed to Yield - Sign-Controlled Intersection;State Secondary Route;C: Possible Injury;Wake;17;Clear;#NULL!;21-25 mph;20 - 25  MPH;2012;Daylight;0-19
35.830687092, -78.5941025981;"{""type"": ""Point"", ""coordinates"": [-78.59410259811372, 35.83068709198857]}";White;Raleigh;Travel Lane;2;18;Urban (>70% Developed);Female;Passenger Car;0;#NULL!;0;0;Unknown/Missing;No;0;25-29;Head-On - Motorist;None;Yes;Yes;Dry;0;Urban;Yes;19OCT2012;0;18:47;Unknown;Missing;Residential;B: Evident Injury;Yes;Unknown Injury;2549;October;0;Straight - Level;Piedmont;With Traffic;No Control Present;Friday;Non-Intersection;25;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Head-On;Local Street;B: Evident Injury;Wake;Unknown;Clear;#NULL!;21-25 mph;20 - 25  MPH;2012;Dusk;Unknown
35.9996671174, -78.9015027006;"{""type"": ""Point"", ""coordinates"": [-78.9015027005604, 35.999667117384845]}";White;Durham;Travel Lane;2;11;Urban (>70% Developed);Female;Passenger Car;0;#NULL!;0;0;Black;No;0;20-24;Motorist Left Turn - Opposite Direction;None;No;No;Dry;0;Urban;No;01SEP2012;0;11:01;Male;No;Commercial;C: Possible Injury;Yes;O: No Injury;2559;September;0;Straight - Level;Piedmont;With Traffic;No Control Present;Saturday;Non-Intersection;22;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Motorist Left Turn / Merge;Local Street;C: Possible Injury;Durham;31;Clear;#NULL!;11-15 mph;30 - 35  MPH;2012;Daylight;30-39
36.2637671458, -79.6494029407;"{""type"": ""Point"", ""coordinates"": [-79.64940294067448, 36.26376714575285]}";Black;None - Rural Crash;Bike Lane / Paved Shoulder;2;5;Rural (<30% Developed);Male;Passenger Car;0;#NULL!;0;0;Unknown/Missing;No;0;40-49;Motorist Overtaking - Other / Unknown;None;No;No;Dry;0;Rural;Yes;25OCT2012;0;5:00;Unknown;No;Farms, Woods, Pastures;B: Evident Injury;No;Unknown Injury;2567;October;0;Straight - Level;Piedmont;With Traffic;No Control Present;Thursday;Non-Intersection;43;0;Two-Way, Divided, Positive Median Barrier;4 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Motorist Overtaking Bicyclist;US Route;B: Evident Injury;Rockingham;Unknown;Clear;#NULL!;61-65 mph;60 - 75 MPH;2012;Dark - Roadway Not Lighted;Unknown
35.794377078, -78.7832026531;"{""type"": ""Point"", ""coordinates"": [-78.78320265310666, 35.79437707803817]}";Black;Cary;Sidewalk / Crosswalk / Driveway Crossing;2;18;Urban (>70% Developed);Female;Sport Utility;0;#NULL!;0;0;White;No;0;25-29;Motorist Drive Out - Sign-Controlled Intersection;None;No;No;Dry;0;Urban;No;11OCT2012;0;18:02;Female;No;Residential;C: Possible Injury;No;O: No Injury;2569;October;0;Straight - Level;Piedmont;Facing Traffic;Stop Sign;Thursday;Intersection;27;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Motorist Failed to Yield - Sign-Controlled Intersection;Local Street;C: Possible Injury;Wake;27;Clear;#NULL!;0-5 mph;20 - 25  MPH;2012;Daylight;25-29
